index,image,caption,Text Retrieval,Image Retrieval,Both image-text retrieval,True Pair Score,False Pair Score,RoBERTa Likelihood,AMR Length,No. of Obj-Relations,Nouns,Verbs,Adjectives
772,386/0.jpg,two versions of one person,True,False,False,34.979,12,19,"baby, person, screwdriver, piece, furniture","sits, using, assemble","orange, white",,
689,344/1.jpg,A baby sits next to a person using an orange screwdriver to assemble a white piece of furniture,False,True,False,34.023,11,8,"worker, hat, drill, left, opening, wall","uses, is",yellow,,
688,344/0.jpg,A person sits next to a baby using an orange screwdriver to assemble a white piece of furniture,True,False,False,33.995,13,10,"opening, wall, left, worker, hat, drill","is, uses",yellow,,
63,31/1.png,The yellow book is above the blue book and below the red book,True,False,False,40.605,5,32,"animal, hair",curled,small,,
62,31/0.png,The red book is above the yellow book and below the blue book,False,True,False,37.064,4,18,"animal, hair",curled,small,,
762,381/0.jpg,gears for moving something,False,True,False,37.598,6,0,"hand, glove, hand",pulls,"right, left",,
763,381/1.jpg,moving gears for something,True,False,False,37.751,6,3,"hand, glove, hand",pulls,"left, right",,
133,66/1.jpg,the shorter person's arm is around the taller person's shoulder,True,True,True,36.247,8,14,"dog, person, feet, car, window",hanging,,,
132,66/0.jpg,the taller person's arm is around the shorter person's shoulder,False,False,False,34.748,8,24,"dog, feet, car, window, person",hanging,,,
671,335/1.jpg,a person wearing green shoes cleaning a bookshelf with an orange duster while a person wearing black shoes drinks wine from an orange glass and relaxes,True,True,True,39.947,4,25,"person, dog's, ear",whispering,,,
670,335/0.jpg,a person wearing black shoes cleaning a bookshelf with an orange duster while a person wearing green shoes drinks wine from an orange glass and relaxes,False,False,False,39.535,4,32,"dog, person's, ear",whispering,,,
592,296/0.jpg,the person with a beard is smiling while the person with long hair is not,False,True,False,36.493,6,6,"ear, donkey, secret","is, whispering",,,
593,296/1.jpg,the person with long hair is smiling while the person with a beard is not,True,False,False,34.491,5,24,"donkey, ear, one, secret","is, whispering",,,
323,161/1.jpg,the adult is throwing the child the ball,False,True,False,31.553,6,7,"someone, lines, plants","walking, cut",green,,
322,161/0.jpg,the child is throwing the adult the ball,True,False,False,31.203,6,5,"someone, walking, lines, plants",cut,green,,
521,260/1.jpg,painting the red wall white,True,False,False,36.410,5,0,"volcano, water, steam",makes,,,
520,260/0.jpg,painting the white wall red,False,True,False,37.248,5,0,"water, volcano, steam",makes,,,
711,355/1.jpg,An adult lying next to a child wearing purple,False,True,False,39.235,5,15,"child, bike, adult",riding,,,
710,355/0.jpg,An adult wearing purple lying next to a child,True,False,False,39.182,5,20,"child, adult, bike",riding,,,
388,194/0.jpg,the dog is swimming and the person is standing,True,False,False,40.086,4,6,"adult, helmet, child",putting,,,
389,194/1.jpg,the dog is standing and the person is swimming,False,True,False,38.575,4,8,"child, helmet, adult",putting,,,
572,286/0.jpg,there are more legs than wheels,True,False,False,38.311,6,1,"adult, purple, child","wearing, lying",,,
573,286/1.jpg,there are more wheels than legs,False,True,False,37.757,6,13,"adult, child, purple","lying, wearing",,,
331,165/1.jpg,there's a map on a phone,True,False,False,33.551,12,8,"fencer, pants, point, fencer, wheelchair","is, wearing, having, scored, using",black,,
330,165/0.jpg,there's a phone on a map,False,True,False,33.047,12,3,"fencer, point, fencer, pants, wheelchair","having, scored, is, wearing, using",black,,
708,354/0.jpg,an adult putting a helmet on a child,False,True,False,35.967,10,12,"person, braids, front, person, braids","is, exercising",long,,
709,354/1.jpg,a child putting a helmet on an adult,True,False,False,35.881,10,12,"person, braids, front, person, braids","is, exercising",long,,
65,32/1.png,astronauts in red suits with a blue planet in the background,False,True,False,32.965,8,10,"stadium, person, gray, one, blue","wearing, outperformed, wearing",,,
64,32/0.png,astronauts in blue suits with a red planet in the background,True,False,False,32.978,8,8,"stadium, person, one, gray","wearing, outperformed, wearing",blue,,
618,309/0.jpg,the plant is eating the bug,False,True,False,35.861,9,3,meat,"butchering, wearing","white, yellow, red",,
619,309/1.jpg,the bug is eating the plant,True,False,False,35.487,9,7,meat,"butchering, wearing","red, white, yellow",,
437,218/1.jpg,You can catch more flies with vinegar than you can with honey,False,True,False,36.881,6,28,"child, beard, adult",,fake,,
436,218/0.jpg,You can catch more flies with honey than you can with vinegar,True,False,False,39.154,5,22,"adult, beard, child",,fake,,
291,145/1.jpg,there is more white wine than red wine,True,False,False,33.390,12,2,"halloween, child, insect, right, child, mammal","dressed, is, dressed",,,
290,145/0.jpg,there is more red wine than white wine,False,True,False,33.416,12,10,"halloween, child, mammal, right, child, insect","dressed, is, dressed",,,
673,336/1.jpg,a person with long hair is happily ironing a light blue shirt while a person with short hair sits on a white couch,True,False,False,37.215,10,18,"office, complex, windows, lawn",landscaped,"modern, many",,
672,336/0.jpg,a person with short hair is happily ironing a light blue shirt while a person with long hair sits on a white couch,False,True,False,36.240,9,3,"lawn, office, complex, windows",landscaped,"modern, many",,
250,125/0.jpg,concrete floors with wood walls,True,False,False,34.677,5,0,"tree, car","is, parked",,,
251,125/1.jpg,wood floors with concrete walls,False,True,False,35.358,6,6,"car, tree","parked, is",,,
403,201/1.jpg,a person wearing a panda mask with glasses in blue on the left hand side of a person wearing a bear mask in pink,True,True,True,32.241,4,4,train,"are, parking",,,
402,201/0.jpg,a person wearing a bear mask in blue on the left hand side of a person wearing a panda mask with glasses in pink,False,False,False,35.635,4,5,park,"are, training",,,
587,293/1.jpg,the weight is being lifted by the blue balloon,True,False,False,42.241,3,18,"athlete, water",running,,,
586,293/0.jpg,the blue balloon is being lifted by the weight,False,True,False,32.936,3,4,"water, athlete",running,,,
173,86/1.jpg,a person lying on a couch with a dog sitting on the floor,True,True,True,46.426,2,21,horse,getting,wet,,
172,86/0.jpg,a dog sitting on a couch with a person lying on the floor,False,False,False,43.235,4,19,horse,getting,wet,,
94,47/0.jpg,the sailboat sails close but the beach is far away,True,False,False,34.730,10,6,"glasses, water, person, head, leg",are,full,,
95,47/1.jpg,the sailboat sails far away but the beach is close,False,True,False,35.166,9,9,"person, head, leg, glasses, water",are,full,,
461,230/1.jpg,a mike in the left hand while raising the right,True,True,True,35.022,4,7,"person, head, squirrel","is, touching",,,
460,230/0.jpg,a mike in the right hand while raising the left,False,False,False,34.827,4,3,"squirrel, head, person","is, touching",,,
652,326/0.jpg,outswam the person in the red swimcap,True,False,False,34.635,5,23,"deer's, nose, child, hand","is, resting",,,
653,326/1.jpg,the person in the red swimcap swamout,False,True,False,34.689,5,17,"child, hand, deer, nose","is, resting",,,
651,325/1.jpg,the businessperson's fall down,True,True,True,41.599,4,3,"sparklers, hand",,,,
650,325/0.jpg,the businessperson's down fall,False,True,False,40.361,4,1,"sparkler, hands",,,,
591,295/1.jpg,the melting white food is warm while the brown is cold,True,False,False,41.443,4,4,"animal, person, food",giving,,,
590,295/0.jpg,the melting white food is cold while the brown is warm,False,True,False,40.913,4,15,"person, animal, food",giving,,,
162,81/0.jpg,they hold a suitcase handle with their left hand and they hold a passport with their right hand,False,True,False,42.417,4,18,"spider, dog",towering,,,
163,81/1.jpg,they hold a passport with their left hand and they hold a suitcase handle with their right hand,True,False,False,41.030,4,15,"dog, spider",towering,,,
505,252/1.jpg,a white bird with a pink beak,False,True,False,36.096,4,1,"car, tube",going,hollow,,
504,252/0.jpg,a pink bird with a white beak,True,False,False,37.926,4,1,"tube, car",going,hollow,,
0,0/0.jpg,an old person kisses a young person,False,True,False,34.016,11,15,"people, clothes, colors, side, tennis, net","wearing, are","same, different",,
1,0/1.jpg,a young person kisses an old person,True,False,False,34.561,11,16,"people, clothes, colors, side, tennis, net","wearing, are","different, same",,
79,39/1.jpg,the helpful person is on the left and the hurt person is on the right,True,False,False,38.820,5,9,things,"living, drinking",,,
78,39/0.jpg,the hurt person is on the left and the helpful person is on the right,False,True,False,43.187,3,7,"living, things",drinking,,,
677,338/1.jpg,front facing child in row of yellow rubber ducks,False,True,False,36.898,5,10,"person, water, lasso",using,,,
676,338/0.jpg,child in front facing row of yellow rubber ducks,True,False,False,35.665,5,6,"person, water, lasso",using,,,
511,255/1.jpg,"the confident doctor's stethoscope is around their neck, and their name tag is over their jacket",True,False,False,36.063,8,14,"person, water, someone, person, bike",spraying,else,,
510,255/0.jpg,"the confident doctor's stethoscope is around their neck, and their jacket is over their name tag",False,True,False,34.927,8,14,"person, water, person, bike, someone",spraying,else,,
194,97/0.jpg,they are using no bait but still got fish,False,True,False,33.364,5,23,"person, dog",stretching,brown,,
195,97/1.jpg,they are using bait but still got no fish,True,False,False,36.420,5,7,"dog, person",stretching,brown,,
261,130/1.jpg,the cup on the left is filled second and the cup on the right is filled first,False,True,False,41.133,6,1,"person, flotation, device",carrying,more,,
260,130/0.jpg,the cup on the left is filled first and the cup on the right is filled second,True,False,False,40.314,6,5,"flotation, device, person",carrying,more,,
613,306/1.jpg,the cat is not happy with the person,True,True,True,36.235,8,15,"kids, pool, floatie, kid, swimming",,,,
612,306/0.jpg,the person is not happy with the cat,False,False,False,36.107,8,8,"kid, pool, floatie, kids, swimming",,,,
71,35/1.jpg,a rectangular sign is above a circular sign,True,False,False,38.057,3,0,"gears, something",moving,,,
70,35/0.jpg,a circular sign is above a rectangular sign,False,True,False,38.565,3,7,"gears, something",moving,,,
579,289/1.jpg,the cross is above the circle,False,True,False,36.109,6,0,"collection, objects",looking,similar,,
578,289/0.jpg,the circle is above the cross,True,False,False,34.690,7,0,"collection, objects",looking,similar,,
279,139/1.jpg,the dog is in the passenger's seat and the person is in the driver's seat,False,True,False,35.891,8,2,"toy, herbivore, top, toy, carnivore",stands,least,,
278,139/0.jpg,the dog is in the driver's seat and the person is in the passenger's seat,True,False,False,36.284,8,1,"toy, herbivore, top, toy, carnivore",stands,least,,
149,74/1.jpg,rocking out on a walk,True,False,False,34.488,4,15,"person, chair",supports,small,,
148,74/0.jpg,walking out on a rock,False,True,False,38.972,4,11,"chair, person",supports,small,,
584,292/0.jpg,the skipping rope color is different to the shoelaces but similar to the shoes,False,True,False,34.175,10,9,"person, person, shirt, ping, pong, ball","smiles, wearing, checked, is, hitting",,,
585,292/1.jpg,the skipping rope color is similar to the shoelaces but different to the shoes,True,False,False,34.358,10,15,"person, shirt, person, ping, pong, ball","wearing, checked, smiles, is, hitting",,,
326,163/0.jpg,some green on the ball,False,True,False,41.212,4,22,"versions, person",,,,
327,163/1.jpg,the ball on some green,True,False,False,32.551,4,34,"version, persons",,,,
253,126/1.jpg,the person on the left has straight hair and the person on the right has curly hair,False,True,False,28.656,9,6,"flowers, bird, head, feathers",are,"pink, yellow",,
252,126/0.jpg,the person on the left has curly hair and the person on the right has straight hair,True,False,False,29.952,8,6,"flowers, bird, head, feathers",are,"pink, yellow",,
228,114/0.jpg,one green apple surrounded by a bunch of red apples,True,False,False,34.404,11,0,"shopping, cart, animals, species, directions","are, are, are, looking","same, different",,
229,114/1.jpg,one red apple surrounded by a bunch of green apples,False,True,False,32.588,11,0,"shopping, cart, animals, species, directions","are, are, are, looking","different, same",,
514,257/0.jpg,an adult is reading to their young child,False,True,False,34.654,5,0,"water, vessel",is,,,
515,257/1.jpg,their young child is reading to an adult,True,False,False,34.719,5,8,"vessel, water",is,,,
128,64/0.jpg,the dog's leg is on the person's torso,False,True,False,34.583,5,23,"bodies, head",share,,,
129,64/1.jpg,the person's leg is on the dog's torso,True,False,False,25.950,5,15,"bodies, head",share,,,
347,173/1.jpg,a target is on an apple,False,True,False,35.450,10,9,"worker, something, undershirt, collar","wears, striped",white,,
346,173/0.jpg,an apple is on a target,True,False,False,35.631,10,11,"worker, something, undershirt, collar","wears, striped",white,,
34,17/0.jpg,there are more ladybugs than flowers,False,True,False,31.620,7,0,"person, grid","seen, has",,,
35,17/1.jpg,there are more flowers than ladybugs,True,False,False,31.294,7,23,"person, grid","seen, has",,,
39,19/1.jpg,there is more empty space than dirt in the jar,False,True,False,42.642,2,9,"head, clouds",,,,
38,19/0.jpg,there is more dirt than empty space in the jar,True,False,False,40.965,2,6,"clouds, head",,,,
365,182/1.jpg,the person on the right is holding the phone and the person on the left is staring at it,True,False,False,46.247,2,18,feet,standing,,,
364,182/0.jpg,the person on the left is holding the phone and the person on the right is staring at it,False,True,False,37.437,3,13,"feet, standing",,,,
313,156/1.jpg,a black dog is holding a toy next to a more lightly-colored dog,False,True,False,40.510,6,6,"sunglasses, hair",have,,,
312,156/0.jpg,a more lightly-colored dog is holding a toy next to a black dog,True,False,False,38.031,6,15,"hair, sunglasses",have,,,
381,190/1.jpg,the shrimp are cooked then the shrimp are peeled,False,True,False,35.868,9,1,"number, things, plate, number, sides",,"odd, sweet, even",,
380,190/0.jpg,the shrimp are peeled then the shrimp are cooked,True,False,False,36.068,8,0,"number, things, plate, number, sides",,"even, sweet, odd",,
418,209/0.jpg,the cube is smaller than the shape whose lateral faces meet at a vertex,False,True,False,37.796,9,2,"living, thing, front, thing",,"large, large, non-living",,
419,209/1.png,the shape whose lateral faces meet at a vertex is smaller than the cube,True,False,False,37.339,9,10,"thing, front, living, thing",,"large, non-living, large",,
213,106/1.jpg,someone is wearing a yellow hat and black shirt,True,False,False,46.828,3,5,,racing,,,
212,106/0.jpg,someone is wearing a black hat and yellow shirt,False,True,False,46.343,3,15,,racing,,,
605,302/1.jpg,There is a birthday cake for a mouse,False,True,False,42.631,3,7,someone,"is, overdoing",,,
604,302/0.jpg,There is a mouse cake for a birthday,True,False,False,38.831,4,15,someone,"is, doing",,,
